concurrency, throughput, min latency (ms), mean latency (ms), max latency (ms), p90 latency (ms), p95 latency (ms), p99 latency (ms), http_mean_latency, http_max_latency, 2xx requests, 3xx requests, 4xx requests, 5xx requests, http_errors, total_errors, total_requests
40, 272.53, 100, 146.29, 967, 194.0, 234.0, 388.91, 146.29, 967, 4088, 0, 0, 0, 0, 0, 4088
80, 640.13, 101, 124.44, 327, 144.0, 157.0, 196.0, 124.44, 327, 9602, 0, 0, 0, 0, 0, 9602
120, 813.2, 101, 146.65, 357, 183.0, 198.0, 235.03, 146.65, 357, 12198, 0, 0, 0, 0, 0, 12198
160, 1067.13, 101, 149.15, 533, 187.0, 202.0, 231.0, 149.15, 533, 16007, 0, 0, 0, 0, 0, 16007
200, 1458.6, 100, 136.54, 255, 168.0, 180.0, 203.0, 136.54, 255, 21879, 0, 0, 0, 0, 0, 21879
240, 1964.73, 100, 121.57, 253, 138.0, 144.0, 166.0, 121.57, 253, 29471, 0, 0, 0, 0, 0, 29471
280, 2048.0, 100, 135.97, 231, 162.0, 172.0, 191.0, 135.97, 231, 30720, 0, 0, 0, 0, 0, 30720
320, 2106.07, 101, 151.01, 262, 186.0, 197.0, 215.0, 151.01, 262, 31591, 0, 0, 0, 0, 0, 31591
360, 2117.4, 100, 168.96, 328, 231.0, 245.0, 270.0, 168.96, 328, 31761, 0, 0, 0, 0, 0, 31761
400, 2129.6, 100, 186.57, 414, 273.0, 295.0, 333.57, 186.57, 414, 31944, 0, 0, 0, 0, 0, 31944
440, 2074.53, 101, 210.22, 474, 317.0, 346.0, 388.0, 210.22, 474, 31118, 0, 0, 0, 0, 0, 31118
480, 2106.53, 100, 225.69, 558, 355.0, 383.0, 442.0, 225.69, 558, 31598, 0, 0, 0, 0, 0, 31598
520, 2080.67, 100, 247.51, 664, 406.0, 440.0, 509.0, 247.51, 664, 31210, 0, 0, 0, 0, 0, 31210
560, 2087.07, 100, 265.12, 670, 426.0, 462.0, 525.0, 265.12, 670, 31306, 0, 0, 0, 0, 0, 31306
600, 2083.2, 100, 284.36, 729, 462.0, 512.0, 588.53, 284.36, 729, 31248, 0, 0, 0, 0, 0, 31248
640, 2062.73, 101, 305.92, 893, 521.0, 573.0, 641.0, 305.92, 893, 30941, 0, 0, 0, 0, 0, 30941
680, 2054.2, 101, 326.42, 896, 556.0, 620.0, 706.0, 326.42, 896, 30813, 0, 0, 0, 0, 0, 30813
720, 2058.0, 101, 344.78, 960, 591.0, 663.0, 755.0, 344.78, 960, 30870, 0, 0, 0, 0, 0, 30870
760, 1953.33, 103, 382.3, 1208, 661.0, 750.05, 887.01, 382.3, 1208, 29300, 0, 0, 0, 0, 0, 29300
800, 1879.6, 102, 418.56, 1270, 745.0, 844.0, 994.0, 418.56, 1270, 28194, 0, 0, 0, 0, 0, 28194
840, 1858.73, 107, 439.84, 1355, 783.0, 874.0, 1060.0, 439.84, 1355, 27881, 0, 0, 0, 0, 0, 27881
880, 1858.13, 117, 464.15, 1360, 829.0, 935.0, 1156.0, 464.15, 1360, 27872, 0, 0, 0, 0, 0, 27872
920, 1868.2, 105, 478.92, 1456, 857.0, 970.0, 1151.0, 478.92, 1456, 28023, 0, 0, 0, 0, 0, 28023
960, 1832.6, 105, 512.15, 1539, 911.0, 1021.0, 1210.12, 512.15, 1539, 27489, 0, 0, 0, 0, 0, 27489
1000, 1801.4, 102, 542.43, 1619, 947.0, 1054.0, 1274.8, 542.43, 1619, 27021, 0, 0, 0, 0, 0, 27021
